;Name;leaning;type;url;X;X.1;domain
2008;Committee for Economic development;least;reliable;https://www.ced.org/;NA;NA;ced
2009;Committee for a Responsible Federal Buddget;Right-Center;reliable;http://crfb.org/;NA;NA;crfb
2010;CommonWealth fund;Left-Center;reliable;https://www.commonwealthfund.org/;NA;NA;commonwealthfund
2011;Communities Digital News;Right;reliable;http://www.commdiginews.com/;NA;NA;commdiginews
2012;Connecticut Post;Left-Center;reliable;https://www.ctpost.com;NA;NA;ctpost
2013;Conservative Opinion;Right;reliable;https://theconservativeopinion.com;NA;NA;theconservativeopinion
2014;Cook Political Reports;least;reliable;https://cookpolitical.com/;NA;NA;cookpolitical
2015;Cop Block;left;reliable;http://www.copblock.org/;NA;NA;copblock
2016;Coriere della Sera;least;reliable;https://www.corriere.it/;NA;NA;corriere
2017;Coronavirus.gov;least;reliable;https://www.coronavirus.gov/;NA;NA;coronavirus
2018;Corpus Christi Caller-Times;Left-Center;reliable;https://www.caller.com;NA;NA;caller
2019;Covid Tracking Project;least;reliable;https://covidtracking.com/;NA;NA;covidtracking
2020;Crikey;left;reliable;https://www.crikey.com.au/;NA;NA;crikey
2021;CrossCut.com;Left-Center;reliable;https://crosscut.com/;NA;NA;crosscut
2022;Current Affairs;left;reliable;https://www.currentaffairs.org/;NA;NA;currentaffairs
2023;DCist;Left-Center;reliable;https://dcist.com/;NA;NA;dcist
2024;DML News;Right;reliable;https://dmlnews.com/;NA;NA;dmlnews
2025;DW News;Left-Center;reliable;http://www.dw.com/en/top-stories/s-9097;NA;NA;dw
2026;Daily;left;reliable;https://www.dailykos.com/;NA;NA;dailykos
2027;Daily Hampshire Gazette;Left-Center;reliable;https://www.gazettenet.com;NA;NA;gazettenet
2028;Daily Journal (Missouri);least;reliable;https://dailyjournalonline.com;NA;NA;dailyjournalonline
2029;Daily Journal (Illinois);least;reliable;http://www.daily-journal.com;NA;NA;daily-journal
2030;Daily Maverick;least;reliable;https://www.dailymaverick.co.za/;NA;NA;dailymaverick
2031;Daily Mining Gazette;Right-Center;reliable;https://www.mininggazette.com/;NA;NA;mininggazette
2032;Daily News Bin;left;reliable;http://www.dailynewsbin.com/;NA;NA;dailynewsbin
2033;Daily Record (Scotland);left;reliable;http://www.dailyrecord.co.uk/;NA;NA;dailyrecord
2034;Daily Sound and Fury;left;reliable;https://dailysoundandfury.com;NA;NA;dailysoundandfury
2035;Daily Torch;Right;reliable;http://dailytorch.com/;NA;NA;dailytorch
2036;DailyO;Right-Center;reliable;https://www.dailyo.in;NA;NA;dailyo
2037;De Telegraaf;Right;reliable;https://www.telegraaf.nl/;NA;NA;telegraaf
2038;DeSmog;left;reliable;https://www.desmogblog.com/;NA;NA;desmogblog
2039;DeadState;left;reliable;https://deadstate.org/;NA;NA;deadstate
2040;Debunking Denialism;Left-Center;reliable;https://debunkingdenialism.com;NA;NA;debunkingdenialism
2041;Deep South Voice;left;reliable;https://deepsouthvoice.com/;NA;NA;deepsouthvoice
2042;Del Rio News-Herald;least;reliable;http://delrionewsherald.com;NA;NA;delrionewsherald
2043;Delaware Online – The News Journal;Left-Center;reliable;http://www.delawareonline.com/;NA;NA;delawareonline
2044;Delo;Left-Center;reliable;https://www.delo.si/;NA;NA;delo
2045;Democracy Now;left;reliable;https://www.democracynow.org/;NA;NA;democracynow
2046;Democracy Guardian;left;reliable;https://democracyguardian.com;;;democracyguardian
2047;Democracy Journal;left;reliable;https://democracyjournal.org/;NA;NA;democracyjournal
2048;Democratic National Committee (DNC);left;questionable;https://democrats.org/;NA;NA;democrats
2049;Denton Record-Chronicle;least;reliable;https://www.dentonrc.com;NA;NA;dentonrc
2050;Denver Westworld;Left-Center;reliable;https://www.westword.com/;NA;NA;westword
2051;Denver Gazette;Right-Center;reliable;https://denvergazette.com/;NA;NA;denvergazette
2052;Deshabhimani;left;reliable;https://www.deshabhimani.com/;NA;NA;deshabhimani
2053;Detik.com;least;reliable;www.detik.com/;NA;NA;detik
2054;Detroit Metro;left;reliable;https://www.metrotimes.com;NA;NA;metrotimes
2055;Deutschland.de;Right-Center;reliable;https://www.deutschland.de/;NA;NA;deutschland
2056;Die Presse;Right-Center;reliable;https://www.diepresse.com/;NA;NA;diepresse
2057;Die Welt;Right-Center;reliable;https://www.welt.de/;NA;NA;welt
2058;Diply;Left-Center;reliable;https://diply.com/;NA;NA;diply
2059;Disrn;Right;reliable;https://disrn.com/;NA;NA;disrn
2060;DonaldJTrump.com;Right;reliable;https://www.donaldjtrump.com/;NA;NA;donaldjtrump
2061;ESPN;Left-Center;reliable;https://www.espn.com/;NA;NA;espn
2062;Eagle Tribune;least;reliable;http://www.eagletribune.com/;NA;NA;eagletribune
2063;Eagle Pass News;Right;reliable;https://www.epnewsleader.com/;NA;NA;epnewsleader
2064;Earth First Journal;left;reliable;http://earthfirstjournal.org/;NA;NA;earthfirstjournal
2065;Eau Claire Leader-Telegram;least;reliable;https://www.leadertelegram.com/;NA;NA;leadertelegram
2066;Edmonton Examiner;Right-Center;reliable;https://www.edmontonexaminer.com/;NA;NA;edmontonexaminer
2067;Egberto Willies;left;reliable;https://egbertowillies.com/;NA;NA;egbertowillies
2068;Egypt Today;Right;reliable;https://www.egypttoday.com;NA;NA;egypttoday
2069;El Diario NY;Left-Center;reliable;https://eldiariony.com/;NA;NA;eldiariony
2070;El Mundo;Right-Center;reliable;https://www.elmundo.es/;NA;NA;elmundo
2071;El Nuevo Dia;least;reliable;https://www.elnuevodia.com/english/;NA;NA;elnuevodia
2072;Elko Daily Free Press;least;reliable;https://elkodaily.com/;NA;NA;elkodaily
2073;Elle Magazine;left;reliable;www.elle.com;NA;NA;elle
2074;Emerging Europe;Left-Center;reliable;https://emerging-europe.com/;NA;NA;emerging-europe
2075;Entertainment Weekly;Left-Center;reliable;https://ew.com;NA;NA;ew
2076;Ethnikos Kyrix;Right-Center;reliable;https://www.ekirikas.com/;NA;NA;ekirikas
2077;Eugene Register-Guard;Left-Center;reliable;https://www.registerguard.com/;NA;NA;registerguard
2078;EurActiv;Left-Center;reliable;https://www.euractiv.com/;NA;NA;euractiv
2079;Expressen;Right-Center;reliable;https://www.expressen.se/;NA;NA;expressen
2080;FDD’s Long War Journal;Right-Center;reliable;https://www.longwarjournal.org;NA;NA;longwarjournal
2081;FSTv (Freespeech.org);left;reliable;https://www.freespeech.org/;NA;NA;freespeech
2082;Fact Check;least;reliable;https://www.factcheck.org/;NA;NA;factcheck
2083;Facts and Logic about the Middle East;Right;reliable;http://factsandlogic.org/;NA;NA;factsandlogic
2084;Factwire News Agency;least;reliable;https://www.factwire.org/;NA;NA;factwire
2085;Fairness and Accuracy in Reporting;Left-Center;reliable;http://fair.org/;NA;NA;fair
2086;Fayetteville Observer;least;reliable;https://www.fayobserver.com/;NA;NA;fayobserver
2087;Federal News Network;least;reliable;https://federalnewsnetwork.com/;NA;NA;federalnewsnetwork
2088;Fifth Column News;left;reliable;https://thefifthcolumnnews.com/;NA;NA;thefifthcolumnnews
2089;Finnish News;left;reliable;https://www.finnishnews.fi/;NA;NA;finnishnews
2090;Firearms;Right-Center;reliable;https://www.firearmsnews.com;NA;NA;firearmsnews
2091;First Coast News;least;reliable;https://www.firstcoastnews.com/;NA;NA;firstcoastnews
2092;Fitch Ratings;Right-Center;reliable;https://www.fitchratings.com/;NA;NA;fitchratings
2093;FivethirtyEight;Left-Center;reliable;https://fivethirtyeight.com/;NA;NA;fivethirtyeight
2094;Florida Politics;least;reliable;https://floridapolitics.com/;NA;NA;floridapolitics
2095;Fort Bend;Right-Center;reliable;http://www.fbherald.com;NA;NA;fbherald
2096;Fortnightly Review;Right-Center;reliable;http://fortnightlyreview.co.uk/;NA;NA;fortnightlyreview
2097;Foster’s Daily Democrat;least;reliable;https://www.fosters.com/;NA;NA;fosters
2098;Fox Business;Right-Center;reliable;https://www.foxbusiness.com/;NA;NA;foxbusiness
2099;France 24;least;reliable;https://www.france24.com/en;NA;NA;france24
2100;France Info;Left-Center;reliable;https://www.francetvinfo.fr/;NA;NA;francetvinfo
2101;Freedom Alliance;Right-Center;reliable;https://freedomalliance.org;NA;NA;freedomalliance
2102;Freedom Cross Roads;Right;reliable;http://freedomcrossroads.com/;NA;NA;freedomcrossroads
2103;Freedom From Religion Foundation;left;reliable;https://ffrf.org/;NA;NA;ffrf
2104;FreedomWorks;Right;reliable;http://www.freedomworks.org/;NA;NA;freedomworks
2105;Front Page Live;left;reliable;https://www.frontpagelive.com;NA;NA;frontpagelive
2106;Full Fact UK;least;reliable;https://fullfact.org/;NA;NA;fullfact
2107;Gainesville Sun;least;reliable;https://www.gainesville.com;NA;NA;gainesville
2108;Geek.com;least;reliable;https://www.geek.com;NA;NA;geek
2109;Global Real News;Left-Center;reliable;https://globalrealnews.com;NA;NA;globalrealnews
2110;Gothamist;Left-Center;reliable;https://gothamist.com/;NA;NA;gothamist
2111;Government Accountability Office (GAO);least;reliable;https://www.gao.gov;NA;NA;gao
2112;Government Accountability Project;Left-Center;reliable;https://whistleblower.org/;NA;NA;whistleblower
2113;Government Accountablity Institute;Right;reliable;http://www.g-a-i.org/;NA;NA;g-a-i
2114;Grasping Reality With Both Hands: Bradford Delong;left;reliable;http://www.bradford-delong.com/;NA;NA;bradford-delong
2115;Greeley Tribune;Right-Center;reliable;https://www.greeleytribune.com;NA;NA;greeleytribune
2116;Greensboro News and Record;Left-Center;reliable;https://www.greensboro.com/;NA;NA;greensboro
2117;Göteborgs-Posten;Right-Center;reliable;https://www.gp.se/;NA;NA;gp
2118;Hanford Sentinel;least;reliable;https://hanfordsentinel.com;NA;NA;hanfordsentinel
2119;Hastings Tribune;least;reliable;http://www.hastingstribune.com;NA;NA;hastingstribune
2120;Heavy;Left-Center;reliable;https://heavy.com;NA;NA;heavy
2121;Helsingin Sanomat;Left-Center;reliable;https://www.hs.fi/;NA;NA;hs
2122;Herald & Review;least;reliable;https://herald-review.com;NA;NA;herald-review
2123;Herald Sun (AUS);Right-Center;reliable;https://www.heraldsun.com.au/;NA;NA;heraldsun
2124;Honolulu Civil Beat;Left-Center;reliable;https://www.civilbeat.org;NA;NA;civilbeat
2125;Hoover Institution;Right-Center;reliable;https://www.hoover.org/;NA;NA;hoover
2126;How-To Geek;least;reliable;https://www.howtogeek.com;NA;NA;howtogeek
2127;Huffington Post;left;reliable;https://www.huffpost.com/;NA;NA;huffpost
2128;Human Rights Campaign;left;reliable;https://www.hrc.org;NA;NA;hrc
2129;Hurriyet;Right;reliable;https://www.hurriyet.com.tr/;NA;NA;hurriyet
2130;Icitizen;least;reliable;https://icitizen.com;NA;NA;icitizen
2131;Idaho Press-Tribune;Left-Center;reliable;https://www.idahopress.com/;NA;NA;idahopress
2132;Idaho State Journal;Right-Center;reliable;https://www.idahostatejournal.com/;NA;NA;idahostatejournal
2133;If America Knew;Left-Center;reliable;http://ifamericaknew.org/;NA;NA;ifamericaknew
2134;Il Giornale;Right-Center;reliable;https://www.ilgiornale.it/;NA;NA;ilgiornale
2135;Imprimis;Right;reliable;https://imprimis.hillsdale.edu;NA;NA;hillsdale
2136;Inc. Magazine;least;reliable;https://www.inc.com/;NA;NA;inc
2137;Independent Women’s Forum;Right;reliable;https://iwf.org/;NA;NA;iwf
2138;IndexMundi;least;reliable;https://www.indexmundi.com/;NA;NA;indexmundi
2139;India Times;Right-Center;reliable;https://www.indiatimes.com/;NA;NA;indiatimes
2140;India.com;Right-Center;reliable;https://www.india.com/;NA;NA;india
2141;InfoBae;Left-Center;reliable;https://www.infobae.com/;NA;NA;infobae
2142;Inforum (The Forum of Fargo-Moorhead);Right-Center;reliable;https://www.inforum.com;NA;NA;inforum
2143;Inland Valley Bulletin;least;reliable;https://www.dailybulletin.com;NA;NA;dailybulletin
2144;Insider;Left-Center;reliable;https://www.insider.com/;NA;NA;insider
2145;Institute for Middle East Understanding;Left-Center;reliable;https://imeu.org;NA;NA;imeu
2146;Institute for Women’s Policy Research (IWPR);least;reliable;https://iwpr.org;NA;NA;iwpr
2147;Intellectual Takeout;Right;reliable;https://www.intellectualtakeout.org/;NA;NA;intellectualtakeout
2148;Interpreter Magazine;Left-Center;reliable;http://www.interpretermag.com/;NA;NA;interpretermag
2149;Ipolitics;Left-Center;reliable;https://ipolitics.ca/;NA;NA;ipolitics
2150;Issues & Insights;Right;reliable;https://issuesinsights.com/;NA;NA;issuesinsights
2151;It’s Going Down;left;reliable;https://itsgoingdown.org/;NA;NA;itsgoingdown
2152;Jerusalem Post;Right-Center;reliable;https://www.jpost.com/;NA;NA;jpost
2153;Jewish Journal;Right-Center;reliable;https://jewishjournal.com/;NA;NA;jewishjournal
2154;Jewish News Syndicate;Right-Center;reliable;https://www.jns.org;NA;NA;jns
2155;JoeBiden.com;left;reliable;https://joebiden.com/;NA;NA;joebiden
2156;Joint Center for Polititical and Economic Studies;Left-Center;reliable;https://jointcenter.org/;NA;NA;jointcenter
2157;Journal Gazette;least;reliable;http://www.journalgazette.net/;NA;NA;journalgazette
2158;Journal Politics and Society;Left-Center;reliable;http://www.helvidius.org/;NA;NA;helvidius
2159;Jstor Daily;Left-Center;reliable;http://daily.jstor.org/;NA;NA;jstor
2160;Just the News;Right;reliable;https://justthenews.com/;NA;NA;justthenews
2161;KAIT8-TV;least;reliable;https://www.kait8.com/;NA;NA;kait8
2162;KATU2;Right-Center;reliable;https://katu.com/;NA;NA;katu
2163;KBMT – 12NewsNow;least;reliable;https://www.12newsnow.com/;NA;NA;12newsnow
2164;KCRA 3;least;reliable;https://www.kcra.com/;NA;NA;kcra
2165;KDKA – CBS Pittsburgh;least;reliable;https://pittsburgh.cbslocal.com/;NA;NA;cbslocal
2166;KDVR-TV;least;reliable;https://kdvr.com/;NA;NA;kdvr
2167;KERO TV – 23ABC;least;reliable;https://www.turnto23.com/;NA;NA;turnto23
2168;KETV;least;reliable;https://www.ketv.com/;NA;NA;ketv
2169;KIRO 7;least;reliable;https://www.kiro7.com/;NA;NA;kiro7
2170;KITV;least;reliable;https://www.kitv.com/;NA;NA;kitv
2171;KMOV;least;reliable;https://www.kmov.com/;NA;NA;kmov
2172;KOAM News Now;least;reliable;https://www.koamnewsnow.com/;NA;NA;koamnewsnow
2173;KOCO News 5;Left-Center;reliable;http://www.koco.com/;NA;NA;koco
2174;KQED;Left-Center;reliable;https://www.kqed.org/;NA;NA;kqed
2175;KSTP-TV;least;reliable;https://kstp.com/;NA;NA;kstp
2176;KTLA;least;reliable;https://ktla.com/;NA;NA;ktla
2177;KTUU-TV;least;reliable;https://www.ktuu.com/;NA;NA;ktuu
2178;KTVA 11;least;reliable;https://www.ktva.com/;NA;NA;ktva
2179;KTVU Fox 2;least;reliable;https://www.ktvu.com/;NA;NA;ktvu
2180;KWTV-News9;least;reliable;https://www.news9.com/;NA;NA;news9
2181;Kansas Policy Institute;Right;reliable;https://kansaspolicy.org;NA;NA;kansaspolicy
2182;Kenosha News;Left-Center;reliable;https://www.kenoshanews.com/;NA;NA;kenoshanews
2183;Knoxville News Senitinel;least;reliable;https://www.knoxnews.com;NA;NA;knoxnews
2184;Kompas.com;least;reliable;https://www.kompas.com/;NA;NA;kompas
2185;Korean Herald;Right-Center;reliable;http://www.koreaherald.com/;NA;NA;koreaherald
2186;Kyiv;Left-Center;reliable;https://www.kyivpost.com/;NA;NA;kyivpost
2187;LA Times;Left-Center;reliable;https://www.latimes.com/;NA;NA;latimes
2188;LA Weekly;left;reliable;https://www.laweekly.com/;NA;NA;laweekly
2189;LNP – LancasterOnline;least;reliable;https://lancasteronline.com/;NA;NA;lancasteronline
2190;La Devoir;least;reliable;http://www.ledevoir.com/;NA;NA;ledevoir
2191;La Repubblica;Left-Center;reliable;https://www.repubblica.it/;NA;NA;repubblica
2192;La Stampa;Left-Center;reliable;https://www.lastampa.it/;NA;NA;lastampa
2193;Laconia Daily Sun;Left-Center;reliable;https://www.laconiadailysun.com/;NA;NA;laconiadailysun
2194;Lansing State Journal;least;reliable;https://www.lansingstatejournal.com;NA;NA;lansingstatejournal
2195;Laredo Morning Times;Right-Center;reliable;https://www.lmtonline.com;NA;NA;lmtonline
2196;Las Cruces Sun-News;least;reliable;https://www.lcsun-news.com;NA;NA;lcsun-news
2197;Las Vegas Sun;Left-Center;reliable;https://lasvegassun.com;NA;NA;lasvegassun
2198;Law & Crime;Left-Center;reliable;https://lawandcrime.com/;NA;NA;lawandcrime
2199;Law Enforcement Today;Right;reliable;https://www.lawenforcementtoday.com/;NA;NA;lawenforcementtoday
2200;Law.com;least;reliable;http://law.com;NA;NA;law
2201;Law360;least;reliable;https://www.law360.com/;NA;NA;law360
2202;Leavenworth Times;Left-Center;reliable;https://www.leavenworthtimes.com/;NA;NA;leavenworthtimes
2203;Lebanon Daily News;least;reliable;https://www.ldnews.com/;NA;NA;ldnews
2204;Leicester Mercury;Right-Center;reliable;https://www.leicestermercury.co.uk/;NA;NA;leicestermercury
2205;Liberty Talk.fm;Right;reliable;https://libertytalk.fm/;NA;NA;libertytalk
2206;Lifezette;Right;reliable;https://www.lifezette.com;NA;NA;lifezette
2207;Little Green Footballs;left;reliable;http://littlegreenfootballs.com/;NA;NA;littlegreenfootballs
2208;Live Leak;Left-Center;reliable;https://www.liveleak.com/;NA;NA;liveleak
2209;Longview News-Journal;least;reliable;https://www.news-journal.com;NA;NA;news-journal
2210;Los Angeles Magazine;Left-Center;reliable;https://www.lamag.com/;NA;NA;lamag
2211;Loveland Reporter-Herald;least;reliable;https://www.reporterherald.com/;NA;NA;reporterherald
2212;Lubbock Avalanche;Right-Center;reliable;https://www.lubbockonline.com/;NA;NA;lubbockonline
2213;MIC;Left-Center;reliable;https://www.epi.org;NA;NA;epi
2214;MLive (Michigan – Booth Newspaper);least;reliable;http://www.mlive.com/;NA;NA;mlive
2215;MSN.com;Left-Center;reliable;https://www.msn.com/;NA;NA;msn
2216;MWC News – Media With Conscience;Left-Center;reliable;http://mwcnews.net/;NA;NA;mwcnews
2217;Maclean’s Magazine;Left-Center;reliable;https://www.macleans.ca;NA;NA;macleans
2218;Mainichi Shimbun;Left-Center;reliable;https://mainichi.jp;NA;NA;mainichi
2219;Malaysia Today;Right-Center;reliable;https://www.malaysia-today.net/;NA;NA;malaysia-today
2220;Manchester Union leader;Right-Center;reliable;https://www.unionleader.com/;NA;NA;unionleader
2221;Manila Bulletin;Left-Center;reliable;https://mb.com.ph;NA;NA;mb
2222;Marginal Revolution;Right-Center;reliable;https://marginalrevolution.com/;NA;NA;marginalrevolution
2223;McClatchy DC;Left-Center;reliable;http://www.mcclatchydc.com/;NA;NA;mcclatchydc
2224;Media Research Center (MRC);Right;reliable;https://www.mrc.org/;NA;NA;mrc
2225;MediaFile;Left-Center;reliable;http://www.mediafiledc.com;NA;NA;mediafiledc
2226;MeidasTouch;left;reliable;https://www.meidastouch.com/;NA;NA;meidastouch
2227;Memphis Commercial Appeal;least;reliable;https://www.commercialappeal.com/;NA;NA;commercialappeal
2228;Mercatus;Right-Center;reliable;https://www.mercatus.org;NA;NA;mercatus
2229;Mercopress;least;reliable;http://en.mercopress.com/;NA;NA;mercopress
2230;Metro UK;Left-Center;reliable;http://metro.co.uk/;NA;NA;metro
2231;Miami Herald;Left-Center;reliable;https://www.miamiherald.com;NA;NA;miamiherald
2232;Milliyet;Right;reliable;https://www.milliyet.com.tr/;NA;NA;milliyet
2233;Milwaukee Journal-Sentinal;Left-Center;reliable;https://www.jsonline.com/;NA;NA;jsonline
2234;Minneapolis Star-Tribune;Left-Center;reliable;http://www.startribune.com/;NA;NA;startribune
2235;Minnesota Sun;Right;reliable;https://theminnesotasun.com/;NA;NA;theminnesotasun
2236;Mises Institute;Right;reliable;https://mises.org/;NA;NA;mises
2237;NBCNewYork.com;Left-Center;reliable;https://www.nbcnewyork.com;NA;NA;nbcnewyork
2238;NHK-Nippon Hoso Kyokai;Right-Center;reliable;https://www2.nhk.or.jp/;NA;NA;nhk
2239;NJ1015.com;Right-Center;reliable;https://nj1015.com/;NA;NA;nj1015
2240;NOQ Report;Right;reliable;https://noqreport.com/;NA;NA;noqreport
2241;NRA – Institute for Legislative Action;Right;reliable;https://www.nraila.org;NA;NA;nraila
2242;National Affairs Magazine;Right-Center;reliable;https://www.nationalaffairs.com;NA;NA;nationalaffairs
2243;National Bureau of Economic Research;least;reliable;http://www.nber.org/;NA;NA;nber
2244;National Center for Transgender Equality;Left-Center;reliable;https://transequality.org;NA;NA;transequality
2245;National Conference of State Legislatures (NCSL);least;reliable;http://www.ncsl.org;NA;NA;ncsl
2246;National Newswatch;Left-Center;reliable;http://www.nationalnewswatch.com/;NA;NA;nationalnewswatch
2247;National Observer;Left-Center;reliable;https://www.nationalobserver.com/;NA;NA;nationalobserver
2248;National Youth Right Association;Left-Center;reliable;http://www.youthrights.org/;NA;NA;youthrights
2249;Navy Times;least;reliable;https://www.navytimes.com/;NA;NA;navytimes
2250;Need2Know;least;reliable;https://cheddar.com/need2know;NA;NA;cheddar
2251;Netherlands Radio and Television Association;Right-Center;reliable;https://nos.nl;NA;NA;nos
2252;New Castle News;Left-Center;reliable;https://www.ncnewsonline.com/;NA;NA;ncnewsonline
2253;New Haven Register;Left-Center;reliable;https://www.nhregister.com/;NA;NA;nhregister
2254;News Facts Network (NFN);least;reliable;https://newsfactsnetwork.com/;NA;NA;newsfactsnetwork
2255;News Hounds;left;reliable;https://www.newshounds.us/;NA;NA;newshounds
2256;News Straits Times;least;reliable;https://www.nst.com.my/;NA;NA;nst
2257;News and News;least;reliable;https://newsandnews.com/;NA;NA;newsandnews
2258;News1130 & City News;Left-Center;reliable;https://www.citynews1130.com/;NA;NA;citynews1130
2259;NewsCenterMaine.com;Left-Center;reliable;https://www.newscentermaine.com/;NA;NA;newscentermaine
2260;NewsNation;least;reliable;https://www.newsnationnow.com/;NA;NA;newsnationnow
2261;NewsNet (YourNewsNet.com);least;reliable;http://yournewsnet.com;NA;NA;yournewsnet
2262;NewsNow UK;least;reliable;https://www.newsnow.co.uk/;NA;NA;newsnow
2263;Newsbusters;Right;reliable;https://www.newsbusters.org/;NA;NA;newsbusters
2264;NextGOV;least;reliable;https://www.nextgov.com/;NA;NA;nextgov
2265;Nikkei Asian Review;Right-Center;reliable;https://asia.nikkei.com;NA;NA;nikkei
2266;Norfolk Daily News;least;reliable;http://norfolkdailynews.com;NA;NA;norfolkdailynews
2267;Northwest Arkansas Democrat-Gazette;Right-Center;reliable;https://www.nwaonline.com/;NA;NA;nwaonline
2268;Northwest Florida Daily News;least;reliable;https://www.nwfdailynews.com/;NA;NA;nwfdailynews
2269;OCWeekly;Left-Center;reliable;http://www.ocweekly.com/;NA;NA;ocweekly
2270;Occupy Independents;Left-Center;reliable;https://occupyindependents.com/;NA;NA;occupyindependents
2271;Odessa American;Right-Center;reliable;http://www.oaoa.com;NA;NA;oaoa
2272;Oil and Water Don’t Mix;Left-Center;reliable;http://www.oilandwaterdontmix.org/;NA;NA;oilandwaterdontmix
2273;Omaha World Herald;Right-Center;reliable;https://www.omaha.com/;NA;NA;omaha
2274;One Angry Gamer;Right;reliable;https://www.oneangrygamer.net/;NA;NA;oneangrygamer
2275;Out Magazine;left;reliable;https://www.out.com;NA;NA;out
2276;Outside The Beltway;Left-Center;reliable;http://www.outsidethebeltway.com/;NA;NA;outsidethebeltway
2277;PINAC;left;reliable;https://newsmaven.io/pinacnews;NA;NA;newsmaven
2278;Public Radio International (PRI);Left-Center;reliable;https://www.pri.org/;NA;NA;pri
2279;Palm Beach Daily News;Left-Center;reliable;https://www.palmbeachdailynews.com/;NA;NA;palmbeachdailynews
2280;Pants of Fire News;Right;reliable;https://pantsonfirenews.com/;NA;NA;pantsonfirenews
2281;Peoria Journal Star;least;reliable;https://www.pjstar.com/;NA;NA;pjstar
2282;Peterson Institute for International Economics;least;reliable;https://piie.com/;NA;NA;piie
2283;Philadelphia Tribune;Left-Center;reliable;https://www.phillytrib.com/;NA;NA;phillytrib
2284;Philly Voice;Left-Center;reliable;https://www.phillyvoice.com/;NA;NA;phillyvoice
2285;Phoenix News Times;Left-Center;reliable;http://www.phoenixnewtimes.com/;NA;NA;phoenixnewtimes
2286;PolicyEd.org;Right-Center;reliable;https://www.policyed.org/;NA;NA;policyed
2287;Political Tribune (politicaltribune.org) (Formerly DC Tribune);left;reliable;https://politicaltribune.org/;NA;NA;politicaltribune
2288;Politicalite UK;Right;reliable;https://www.politicalite.com;NA;NA;politicalite
2289;PoliticusUsa;left;reliable;https://www.politicususa.com;NA;NA;politicususa
2290;Politifact;least;reliable;https://www.politifact.com/;NA;NA;politifact
2291;Polygon;Left-Center;reliable;https://www.polygon.com/;NA;NA;polygon
2292;Popular Information;left;reliable;https://popular.info;NA;NA;popular
2293;Powerline;Right;reliable;https://www.powerlineblog.com/;NA;NA;powerlineblog
2294;Private Eye;Left-Center;reliable;https://www.private-eye.co.uk/;NA;NA;private-eye
2295;Procon.org;least;reliable;https://www.procon.org/;NA;NA;procon
2296;Progressive Change Campaign Committee;left;reliable;https://www.boldprogressives.org/;NA;NA;boldprogressives
2297;Project on Government Oversight;Left-Center;reliable;https://www.pogo.org/;NA;NA;pogo
2298;Proud Conservative;Right;reliable;http://conservativesus.party/;NA;NA;conservativesus
2299;Public Citizen;Left-Center;reliable;https://www.citizen.org/;NA;NA;citizen
2300;Public Policy Polling;least;reliable;http://www.publicpolicypolling.com/;NA;NA;publicpolicypolling
2301;Public Religion Research Institute;least;reliable;http://www.prri.org/;NA;NA;prri
2302;Punching Bag Post;Right-Center;reliable;https://punchingbagpost.com/;NA;NA;punchingbagpost
2303;RFI – Radio France Internationale;least;reliable;http://www.rfi.fr/en/;NA;NA;rfi
2304;Rand Corporation;least;reliable;https://www.rand.org;NA;NA;rand
2305;Rare News;least;reliable;https://rare.us/;NA;NA;rare
2306;ReWire.news;left;reliable;https://rewirenewsgroup.com/;NA;NA;rewirenewsgroup
2307;Reader’s Digest;Right;reliable;https://www.rd.com;NA;NA;rd
2308;RealClearReligion;Right-Center;reliable;https://www.realclearreligion.org;NA;NA;realclearreligion
2309;Refinery29;left;reliable;https://www.refinery29.com/;NA;NA;refinery29
2310;Regated;Right;reliable;https://regated.com/;NA;NA;regated
2311;Regulation Magazine;Right-Center;reliable;http://www.cato.org/regulation/;NA;NA;cato
2312;RenewedRight.com;Right;reliable;https://renewedright.com;NA;NA;renewedright
2313;Reno Gazette Journal;Left-Center;reliable;https://www.rgj.com;NA;NA;rgj
2314;Reporter Without Borders;least;reliable;https://rsf.org/en;NA;NA;rsf
2315;Reveal -Center for Investigative Reporting;Left-Center;reliable;https://www.revealnews.org/;NA;NA;revealnews
2316;Richmond Time-Dispatch;Right-Center;reliable;https://www.richmond.com/;NA;NA;richmond
2317;Richochet;Right;reliable;https://ricochet.com;NA;NA;ricochet
2318;Right & Free;Right;reliable;https://rightandfree.com/;NA;NA;rightandfree
2319;Riverdale Press;least;reliable;https://riverdalepress.com/;NA;NA;riverdalepress
2320;Roanoke Times;Left-Center;reliable;http://www.roanoke.com/;NA;NA;roanoke
2321;Rock Hill Herald;Left-Center;reliable;https://www.heraldonline.com/;NA;NA;heraldonline
2322;RocketNews;Left-Center;reliable;https://www.rocketnews.com/;NA;NA;rocketnews
2323;Sabah;Right;reliable;https://www.sabah.com.tr/;NA;NA;sabah
2324;Salem Radio Network News;Right-Center;reliable;http://www.srnnews.com/;NA;NA;srnnews
2325;San Antonio Express;Left-Center;reliable;https://www.expressnews.com/;NA;NA;expressnews
2326;San Bernadino Sun;Right-Center;reliable;https://www.sbsun.com;NA;NA;sbsun
2327;San Luis Obispo Tribune;Left-Center;reliable;https://www.sanluisobispo.com/;NA;NA;sanluisobispo
2328;Santa Barbara Independent;Left-Center;reliable;http://www.independent.com/;NA;NA;independent
